incidentid,priority,cars,length,backlog,location,epoch
1,3,1,60,54,292,1647478822
2,4,1,57,10,708,1647485286
3,3,1,9,10,436,1647486604
4,2,1,28,73,580,1647487548
5,4,2,33,14,660,1647488390
6,3,3,57,25,367,1647488482
7,1,2,62,32,336,1647489815
8,3,3,15,32,476,1647490294
9,2,1,27,40,685,1647491322
10,2,1,22,29,564,1647491638
11,3,1,31,20,846,1647491658
12,3,1,49,33,504,1647491778
13,2,2,38,50,510,1647492223
14,4,1,42,29,751,1647492435
15,4,1,26,33,372,1647492459
16,3,1,26,38,697,1647493206
17,2,1,56,20,324,1647493396
18,4,1,34,33,672,1647493545
19,4,1,29,32,518,1647493745
20,3,1,15,23,997,1647493868
21,4,1,23,78,1007,1647494009
22,2,1,49,59,355,1647494270
23,2,2,16,28,661,1647495296
24,4,1,83,39,478,1647495355
25,3,1,47,18,355,1647495503
26,4,1,43,55,220,1647495571
27,4,1,22,47,683,1647495665
28,3,2,4,44,493,1647496023
29,4,1,20,24,354,1647496224
30,4,2,61,40,680,1647496858
31,3,1,61,61,207,1647497628
32,3,3,52,48,520,1647497940
33,4,1,20,27,454,1647498201
34,3,2,4,22,840,1647498218
35,2,1,13,39,673,1647498321
36,4,3,25,49,643,1647499217
37,2,1,32,47,263,1647499318
38,3,1,11,51,365,1647499399
39,3,1,53,38,492,1647499440
40,3,1,9,11,263,1647499923
41,3,2,99,37,635,1647499986
42,4,1,35,31,583,1647500161
43,3,1,20,22,490,1647500183
44,2,1,55,20,499,1647500212
45,4,1,36,33,498,1647500317
46,4,2,59,42,267,1647500870
47,4,1,47,38,603,1647500890
48,3,2,26,20,534,1647501175
49,3,2,48,49,330,1647501361
50,4,2,33,57,487,1647501904
51,2,2,51,27,396,1647501916
52,3,1,76,32,461,1647502241
53,3,1,85,29,374,1647502625
54,3,1,22,26,27,1647503031
55,4,1,46,28,566,1647503061
56,3,1,36,31,920,1647503087
57,3,1,72,24,456,1647503353
58,4,2,41,53,104,1647503873
59,1,1,9,63,545,1647503894
60,4,2,21,58,629,1647504040
61,3,1,1,24,504,1647504041
62,2,1,69,51,385,1647504174
63,3,2,64,59,531,1647504216
64,3,1,14,32,834,1647504264
65,4,1,6,44,7,1647504473
66,3,1,12,57,828,1647504565
67,4,1,41,45,733,1647504643
68,3,1,22,57,826,1647504665
69,4,1,50,26,829,1647504782
70,3,2,27,38,627,1647505186
71,3,1,16,24,683,1647505268
72,2,1,15,20,686,1647505383
73,3,1,2,27,584,1647505385
74,4,2,74,32,376,1647505627
75,4,1,5,18,367,1647505699
76,4,1,4,37,811,1647505712
77,3,1,50,15,420,1647505921
78,3,1,47,56,342,1647506091
79,4,5,12,20,567,1647506249
80,3,3,34,43,263,1647506267
81,3,1,49,15,850,1647506465
82,4,2,20,47,608,1647506491
83,3,1,2,11,525,1647506711
84,4,2,33,50,754,1647506757
85,2,1,19,38,683,1647506763
86,4,1,24,41,145,1647507017
87,4,1,6,59,542,1647507134
88,3,2,48,29,582,1647507176
89,2,3,36,56,228,1647507203
90,2,1,8,25,351,1647507425
91,3,1,22,22,583,1647507498
92,3,1,42,54,90,1647508048
93,3,1,9,48,520,1647508229
94,3,1,6,15,458,1647508477
95,2,2,23,35,604,1647508574
96,2,1,21,22,493,1647508575
97,4,3,3,52,336,1647508739
98,4,1,11,27,79,1647508823
99,4,1,59,14,515,1647508902
100,4,1,3,28,489,1647508999
101,3,1,2,57,412,1647509043
102,3,1,7,11,625,1647509081
103,1,1,57,53,538,1647509307
104,4,2,12,14,525,1647509412
105,2,1,64,40,679,1647509654
106,3,1,23,27,439,1647509697
107,3,1,13,40,267,1647509875
108,4,1,7,25,587,1647509946
109,2,1,33,30,434,1647509980
110,3,2,78,24,328,1647510108
111,4,2,14,38,607,1647510190
112,3,3,6,42,671,1647510258
113,3,1,19,24,372,1647510276
114,4,1,75,31,698,1647510375
115,4,1,91,27,476,1647510377
116,4,3,19,51,544,1647510393
117,3,2,21,50,491,1647510503
118,3,2,61,19,581,1647510545
119,4,1,3,19,344,1647510887
120,2,1,3,39,468,1647511052
121,4,1,20,41,375,1647511230
122,3,1,31,57,228,1647511300
123,4,1,30,37,506,1647511412
124,4,2,23,41,711,1647511460
125,2,1,8,13,509,1647511572
126,2,1,32,19,521,1647511628
127,3,2,4,29,459,1647511745
128,4,1,53,46,417,1647511754
129,4,1,33,33,541,1647511761
130,4,1,48,18,140,1647511797
131,4,2,47,32,234,1647511802
132,4,1,1,33,395,1647511907
133,1,1,29,70,525,1647511950
134,3,2,5,39,17,1647511957
135,4,1,96,19,553,1647511986
136,1,1,19,19,371,1647512264
137,1,1,15,15,143,1647512491
138,4,1,45,12,672,1647512505
139,3,1,27,13,538,1647512543
140,1,1,23,41,392,1647512589
141,2,1,38,55,895,1647512675
142,4,1,18,28,292,1647512724
143,4,1,56,14,507,1647512775
144,3,1,43,27,153,1647512808
145,4,1,22,43,535,1647512885
146,3,1,23,43,391,1647513090
147,4,2,23,18,178,1647513259
148,4,3,61,28,415,1647513324
149,4,1,77,39,588,1647513393
150,4,1,71,50,634,1647513394
151,1,1,15,17,759,1647513584
152,4,3,13,23,563,1647513676
153,4,1,53,43,465,1647513792
154,4,1,80,29,629,1647513905
155,3,1,58,27,472,1647514193
156,3,1,15,27,355,1647514270
157,3,1,49,42,538,1647514308
158,2,3,55,35,419,1647514325
159,3,1,15,26,388,1647514444
160,4,1,26,31,464,1647514642
161,4,1,85,66,543,1647514659
162,4,1,13,17,242,1647514735
163,4,3,36,45,331,1647514834
164,4,1,17,12,535,1647514889
165,3,1,3,62,478,1647515086
166,2,2,45,29,415,1647515322
167,2,1,15,63,754,1647515348
168,2,1,1,41,174,1647515391
169,4,1,26,35,654,1647515415
170,4,1,63,18,392,1647515485
171,3,1,10,66,467,1647515530
172,3,2,12,57,875,1647515583
173,4,1,36,65,388,1647515600
174,4,1,65,19,349,1647515653
175,4,2,20,38,329,1647515692
176,4,1,29,22,378,1647515779
177,4,3,69,16,609,1647515931
178,4,1,20,36,288,1647515970
179,3,1,56,37,581,1647516046
180,4,2,27,21,173,1647516073
181,3,1,12,55,630,1647516104
182,4,1,52,34,161,1647516121
183,4,1,38,51,483,1647516228
184,3,1,66,23,434,1647516277
185,2,1,39,23,494,1647516284
186,4,2,15,23,534,1647516319
187,3,1,18,45,227,1647516510
188,3,2,29,38,462,1647516577
189,4,1,1,36,751,1647516730
190,3,3,28,60,82,1647517010
191,3,3,38,69,989,1647517114
192,1,1,34,51,732,1647517336
193,4,2,62,32,439,1647517338
194,3,1,43,61,444,1647517425
195,4,1,47,40,563,1647517477
196,1,1,30,18,415,1647517689
197,2,1,20,13,607,1647517834
198,4,1,10,40,535,1647517881
199,4,1,57,27,603,1647517926
200,4,1,74,21,82,1647517931
201,3,1,46,28,14,1647517945
202,4,1,21,27,415,1647517987
203,3,2,26,27,545,1647517997
204,2,1,33,32,514,1647518094
205,3,2,86,35,707,1647518116
206,4,2,33,17,185,1647518170
207,1,1,16,44,566,1647518201
208,2,2,17,25,414,1647518309
209,2,1,18,10,521,1647518474
210,4,2,19,37,648,1647518500
211,3,1,63,40,370,1647518532
212,4,2,53,36,392,1647518578
213,3,1,77,50,562,1647518587
214,4,1,20,38,375,1647518591
215,3,1,51,16,865,1647518639
216,4,1,10,41,580,1647518686
217,2,1,30,45,291,1647518733
218,4,1,41,42,563,1647518736
219,2,1,1,38,622,1647518908
220,2,2,25,30,263,1647518994
221,3,1,80,65,421,1647519019
222,2,2,49,39,860,1647519032
223,3,2,7,26,627,1647519069
224,2,1,105,47,179,1647519091
225,4,1,34,56,349,1647519169
226,3,1,2,42,770,1647519200
227,3,2,30,47,228,1647519340
228,3,2,34,27,347,1647519441
229,3,2,17,25,244,1647519472
230,4,1,35,19,827,1647519599
231,4,2,10,40,627,1647519709
232,3,2,45,33,205,1647519764
233,3,1,17,31,438,1647519842
234,4,1,3,25,584,1647519980
235,4,1,52,51,536,1647520049
236,2,1,28,76,118,1647520147
237,1,1,25,64,311,1647520192
238,4,1,19,32,456,1647520262
239,4,1,39,39,314,1647520277
240,4,2,67,43,336,1647520337
241,4,2,88,25,466,1647520375
242,3,2,20,49,351,1647520455
243,4,1,40,51,558,1647520649
244,4,1,20,42,119,1647520671
245,3,1,18,21,522,1647521019
246,4,1,28,11,629,1647521023
247,4,1,47,11,311,1647521058
248,2,2,6,57,592,1647521149
249,4,2,62,35,544,1647521242
250,3,1,45,33,604,1647521256
251,3,1,3,56,524,1647521291
252,3,1,47,20,350,1647521297
253,3,1,24,29,545,1647521350
254,3,1,71,26,567,1647521370
255,4,1,36,34,567,1647521568
256,4,1,32,57,483,1647521589
257,4,1,33,36,562,1647521691
258,3,1,7,21,826,1647521894
259,3,1,71,59,241,1647522224
260,2,1,23,24,970,1647522276
261,2,1,19,57,543,1647522327
262,4,1,77,18,539,1647522378
263,4,1,21,41,257,1647522432
264,4,1,23,28,800,1647522476
265,4,1,53,31,89,1647522564
266,2,1,62,19,329,1647522573
267,4,1,51,47,401,1647522617
268,2,1,9,23,579,1647522645
269,4,1,45,36,697,1647522729
270,2,1,55,31,512,1647522760
271,3,1,15,16,370,1647522830
272,2,1,36,43,156,1647522926
273,3,1,14,50,651,1647522987
274,4,1,6,37,478,1647523059
275,3,1,22,44,607,1647523114
276,4,2,52,29,493,1647523163
277,4,1,30,80,303,1647523197
278,4,1,17,16,582,1647523255
279,3,1,12,42,455,1647523304
280,4,2,7,23,799,1647523358
281,3,1,53,45,303,1647523367
282,4,1,43,15,605,1647523549
283,4,1,47,23,435,1647523748
284,3,2,17,39,438,1647523922
285,4,1,23,42,582,1647523937
286,3,1,36,36,544,1647524115
287,4,2,56,43,566,1647524225
288,2,2,37,78,123,1647524226
289,4,1,29,39,672,1647524317
290,4,1,19,48,627,1647524323
291,4,1,6,38,465,1647524339
292,3,1,49,33,370,1647524363
293,3,1,22,37,371,1647524443
294,2,1,17,30,544,1647524536
295,3,1,16,19,491,1647524547
296,2,1,32,30,462,1647524552
297,4,1,38,22,627,1647524673
298,4,1,9,19,303,1647524685
299,4,1,45,35,371,1647524784
300,3,1,69,57,478,1647524994
301,4,1,3,36,415,1647525030
302,3,1,65,41,538,1647525065
303,4,1,6,12,29,1647525079
304,3,1,43,19,462,1647525094
305,4,1,77,28,808,1647525183
306,3,1,19,29,544,1647525191
307,2,1,13,10,525,1647525465
308,4,1,10,38,436,1647525468
309,4,2,43,30,206,1647525851
310,2,1,32,43,559,1647525922
311,4,1,16,33,536,1647525976
312,4,1,3,44,459,1647526132
313,4,1,24,17,566,1647526162
314,3,1,31,50,702,1647526170
315,4,1,26,43,165,1647526367
316,4,1,30,38,250,1647526369
317,3,1,33,23,927,1647526482
318,4,1,30,45,397,1647526506
319,1,1,36,42,435,1647526541
320,1,1,33,31,260,1647526646
321,4,1,71,43,946,1647526654
322,4,1,50,46,371,1647526658
323,3,2,18,22,581,1647526665
324,3,1,49,34,144,1647526824
325,2,1,93,34,724,1647526845
326,3,4,37,25,485,1647527296
327,3,1,36,26,874,1647527404
328,3,3,36,30,538,1647527557
329,2,1,78,48,185,1647527582
330,4,1,52,49,542,1647527633
331,4,1,16,43,810,1647527645
332,3,3,13,42,315,1647527683
333,4,2,17,46,514,1647527702
334,3,1,8,25,263,1647527768
335,4,2,82,39,476,1647527793
336,2,1,51,30,414,1647527821
337,4,1,21,71,625,1647527844
338,3,1,5,28,560,1647527892
339,3,1,34,26,436,1647528137
340,4,1,25,40,240,1647528340
341,4,1,55,39,534,1647528477
342,4,1,12,26,543,1647528572
343,4,2,34,31,436,1647528958
344,4,1,33,29,417,1647529101
345,2,1,27,36,261,1647529114
346,2,1,12,52,435,1647529253
347,4,2,32,13,315,1647529431
348,3,1,63,50,128,1647529441
349,4,1,33,25,584,1647529544
350,4,2,16,33,970,1647529586
351,4,1,9,59,621,1647529588
352,3,2,78,30,369,1647529596
353,3,1,6,51,355,1647529674
354,4,1,33,42,356,1647529711
355,3,1,8,36,420,1647529725
356,2,1,60,63,420,1647529855
357,3,4,20,38,415,1647529883
358,4,1,7,30,514,1647529903
359,3,2,13,24,461,1647530076
360,3,1,58,17,765,1647530081
361,4,1,52,37,365,1647530090
362,4,1,4,33,541,1647530098
363,2,1,4,48,102,1647530220
364,4,1,39,29,541,1647530229
365,3,2,43,31,518,1647530537
366,4,2,2,55,813,1647530944
367,3,2,26,21,420,1647530974
368,4,2,27,37,806,1647531172
369,3,1,22,49,544,1647531318
370,4,2,51,70,669,1647531479
371,3,1,10,63,447,1647531739
372,4,2,10,62,371,1647531811
373,4,1,37,18,587,1647531917
374,4,2,38,33,441,1647532073
375,2,1,2,33,630,1647532313
376,3,3,24,36,630,1647532524
377,2,1,41,25,498,1647532616
378,1,2,22,47,544,1647532938
379,4,1,47,42,458,1647533020
380,4,2,58,38,415,1647533117
381,3,1,30,24,291,1647533146
382,2,1,13,59,175,1647533342
383,3,1,28,43,561,1647533572
384,4,1,53,11,615,1647533685
385,4,1,25,30,543,1647534018
386,4,1,51,36,614,1647534202
387,4,1,61,15,622,1647534347
388,2,1,52,47,158,1647534484
389,3,1,13,46,533,1647535022
390,4,2,61,22,656,1647535060
391,4,2,11,14,271,1647535153
392,3,2,4,13,144,1647535188
393,4,1,45,46,567,1647535270
394,4,3,14,34,416,1647535275
395,3,2,17,72,627,1647535369
396,4,3,19,21,580,1647535483
397,4,1,45,29,705,1647535558
398,3,3,77,55,544,1647535986
399,4,1,29,54,625,1647536024
400,2,2,40,33,419,1647536106
401,4,2,51,32,761,1647536148
402,4,2,94,37,459,1647536237
403,3,1,6,50,228,1647536652
404,4,1,34,29,265,1647536695
405,4,1,21,34,323,1647536790
406,2,1,64,12,560,1647537156
407,3,2,57,40,496,1647537260
408,4,2,41,33,667,1647537618
409,3,2,31,25,355,1647537735
410,2,1,24,59,265,1647537817
411,4,1,5,32,700,1647537934
412,4,4,56,63,471,1647538072
413,4,1,42,28,347,1647538285
414,4,1,31,22,545,1647538294
415,4,1,51,40,559,1647538423
416,3,1,43,37,375,1647538564
417,3,1,54,59,686,1647538643
418,2,1,63,36,462,1647539226
419,4,1,12,22,53,1647539547
420,2,2,24,15,671,1647539887
421,3,1,46,14,311,1647540056
422,4,1,39,27,334,1647540259
423,4,2,63,27,539,1647540279
424,4,1,12,51,523,1647540669
425,1,1,29,28,587,1647540779
426,4,1,37,12,395,1647540929
427,3,1,30,37,952,1647540984
428,3,2,71,39,356,1647541024
429,1,2,22,19,582,1647541872
430,3,1,36,63,815,1647542146
431,3,1,1,24,367,1647542155
432,1,1,38,40,439,1647542220
433,3,1,69,35,677,1647542932
434,4,1,58,36,466,1647543060
435,3,2,55,27,726,1647543112
436,4,1,58,26,560,1647543300
437,3,2,65,26,492,1647543392
438,2,1,7,52,640,1647543488
439,3,1,43,55,414,1647543518
440,3,1,12,55,752,1647543709
441,2,1,27,33,512,1647543930
442,4,1,25,35,473,1647544251
443,3,1,46,23,100,1647544269
444,4,1,41,46,791,1647544378
445,4,3,13,39,603,1647545512
446,3,2,30,49,433,1647546138
447,4,1,3,33,392,1647546156
448,3,1,21,63,81,1647546605
449,4,1,85,54,475,1647546727
450,4,2,22,24,417,1647546785
451,2,2,69,53,474,1647547320
452,2,1,16,12,552,1647547376
453,2,1,26,26,563,1647547705
454,4,1,18,42,636,1647547748
455,3,1,25,46,39,1647548099
456,1,1,34,26,107,1647548441
457,4,1,40,13,989,1647548834
458,4,1,74,28,420,1647549469
459,4,1,19,11,488,1647549723
460,3,3,31,10,926,1647551947
461,4,1,62,44,399,1647553731
462,4,2,45,58,644,1647555472
463,2,1,63,42,629,1647555585
464,4,1,28,42,579,1647555694
465,4,1,21,49,396,1647556515
466,2,1,8,39,491,1647556573
467,3,1,39,23,369,1647556657
468,4,1,17,32,431,1647566623
469,4,1,13,36,560,1647569652
470,4,1,44,16,588,1647571171
471,4,2,6,42,460,1647572237
472,4,2,34,31,374,1647573340
473,3,1,57,25,440,1647573810
474,3,1,20,77,513,1647574843
475,3,1,1,51,543,1647574892
476,3,1,91,36,586,1647575392
477,4,1,10,22,415,1647577458
478,4,2,23,26,751,1647578137
479,2,1,35,41,207,1647578280
480,4,2,43,27,302,1647579282
481,3,1,31,46,754,1647579932
482,2,1,16,19,380,1647580531
483,4,2,27,25,373,1647580748
484,4,1,31,44,425,1647581235
485,4,1,17,44,160,1647581244
486,2,2,53,45,377,1647581513
487,3,2,30,27,128,1647582330
488,4,1,33,44,521,1647582865
489,3,2,22,51,731,1647583316
490,4,1,77,40,957,1647583630
491,3,1,59,45,525,1647583670
492,4,1,73,67,563,1647583772
493,4,2,34,24,336,1647583882
494,3,1,6,43,515,1647584166
495,4,2,84,36,367,1647584322
496,2,1,26,24,776,1647584612
497,3,1,61,24,837,1647584843
498,4,2,34,12,650,1647584971
499,3,1,10,38,546,1647584971
500,4,1,1,25,856,1647585050
501,4,3,7,49,567,1647585228
502,4,1,9,18,441,1647585832
503,4,2,18,18,376,1647586092
504,4,1,32,54,772,1647586232
505,4,2,64,48,312,1647586499
506,1,2,18,45,698,1647586649
507,4,2,19,35,524,1647587300
508,4,1,43,24,705,1647587373
509,4,1,22,35,649,1647587390
510,3,1,83,20,536,1647587401
511,4,2,4,23,462,1647587546
512,2,1,31,19,627,1647587552
